t;u;ref_dx;ref_psi;dx;theta;psi
26.7557;2;0.0000;1.5708;0.2099;-0.0484;1.5164
26.7594;7;0.0000;1.5708;0.3107;-0.0485;1.5144
26.7620;8;0.0000;1.5708;0.3049;-0.0484;1.5117
26.7647;-6;0.0000;1.5708;0.3021;-0.0551;1.5106
26.7677;-9;0.0000;1.5708;0.3380;-0.0640;1.5084
26.7707;-7;0.0000;1.5708;0.2625;-0.0706;1.5077
26.7737;-10;0.0000;1.5708;0.1874;-0.0772;1.5062
26.7767;-13;0.0000;1.5708;0.0563;-0.0833;1.5056
26.7797;-2;0.0000;1.5708;-0.0280;-0.0827;1.5037
26.7845;6;0.0000;1.5708;-0.1262;-0.0765;1.5045
26.7879;5;0.0000;1.5708;-0.0818;-0.0712;1.5008
26.7907;8;0.0000;1.5708;-0.0222;-0.0658;1.5010
26.7937;10;0.0000;1.5708;0.0824;-0.0608;1.4996
26.7967;0;0.0000;1.5708;0.1721;-0.0625;1.5002
26.7997;4;0.0000;1.5708;0.2730;-0.0635;1.5005
26.8027;-4;0.0000;1.5708;0.2674;-0.0690;1.4982
26.8057;-1;0.0000;1.5708;0.2646;-0.0724;1.5006
26.8087;-8;0.0000;1.5708;0.1884;-0.0783;1.4999
26.8117;-7;0.0000;1.5708;0.1129;-0.0824;1.4993
26.8164;1;0.0000;1.5708;0.0004;-0.0804;1.4992
26.8197;1;0.0000;1.5708;-0.0933;-0.0768;1.4981
26.8227;5;0.0000;1.5708;-0.1215;-0.0713;1.4978
26.8257;7;0.0000;1.5708;-0.0794;-0.0657;1.4947
26.8287;10;0.0000;1.5708;-0.0023;-0.0595;1.4949
26.8317;4;0.0000;1.5708;0.0736;-0.0575;1.4930
26.8347;-1;0.0000;1.5708;0.1677;-0.0598;1.4927
26.8377;17;0.0000;1.5708;0.2335;-0.0540;1.4919
26.8407;-2;0.0000;1.5708;0.2476;-0.0584;1.4896
26.8454;-4;0.0000;1.5708;0.3108;-0.0642;1.4897
26.8489;-8;0.0000;1.5708;0.2489;-0.0712;1.4889
26.8517;-3;0.0000;1.5708;0.1619;-0.0745;1.4886
26.8547;-6;0.0000;1.5708;0.0809;-0.0776;1.4891
26.8577;-9;0.0000;1.5708;0.0031;-0.0813;1.4880
26.8607;1;0.0000;1.5708;-0.0546;-0.0787;1.4872
26.8637;5;0.0000;1.5708;-0.0834;-0.0738;1.4858
26.8667;9;0.0000;1.5708;-0.0417;-0.0676;1.4835
26.8697;15;0.0000;1.5708;0.0166;-0.0595;1.4825
26.8744;11;0.0000;1.5708;0.1953;-0.0563;1.4838
26.8782;8;0.0000;1.5708;0.3033;-0.0560;1.4850
26.8808;-3;0.0000;1.5708;0.3013;-0.0614;1.4853
26.8837;-3;0.0000;1.5708;0.3002;-0.0666;1.4891
26.8867;-4;0.0000;1.5708;0.2810;-0.0722;1.4930
26.8897;-6;0.0000;1.5708;0.2153;-0.0775;1.4964
26.8927;-5;0.0000;1.5708;0.1263;-0.0812;1.4983
26.8957;0;0.0000;1.5708;0.0258;-0.0807;1.5028
26.8987;3;0.0000;1.5708;-0.0619;-0.0772;1.5036
26.9018;-3;0.0000;1.5708;-0.0684;-0.0767;1.5060
26.9072;7;0.0000;1.5708;-0.0342;-0.0717;1.5056
26.9099;9;0.0000;1.5708;0.0203;-0.0664;1.5089
26.9127;4;0.0000;1.5708;0.0663;-0.0643;1.5096
26.9157;1;0.0000;1.5708;0.1640;-0.0653;1.5117
26.9187;4;0.0000;1.5708;0.2129;-0.0653;1.5149
26.9217;-5;0.0000;1.5708;0.2374;-0.0706;1.5177
26.9247;-2;0.0000;1.5708;0.1935;-0.0739;1.5213
26.9277;-5;0.0000;1.5708;0.1529;-0.0779;1.5260
26.9324;4;0.0000;1.5708;0.0577;-0.0753;1.5300
26.9359;-1;0.0000;1.5708;0.0102;-0.0754;1.5357
26.9387;5;0.0000;1.5708;-0.0323;-0.0715;1.5390
26.9417;-5;0.0000;1.5708;-0.0162;-0.0728;1.5444
26.9447;10;0.0000;1.5708;0.0106;-0.0671;1.5478
26.9477;7;0.0000;1.5708;0.0240;-0.0629;1.5495
26.9507;1;0.0000;1.5708;0.0494;-0.0622;1.5508
26.9537;-1;0.0000;1.5708;0.1369;-0.0644;1.5511
26.9567;17;0.0000;1.5708;0.1994;-0.0584;1.5512
26.9614;4;0.0000;1.5708;0.2119;-0.0590;1.5523
26.9649;-4;0.0000;1.5708;0.1807;-0.0631;1.5529
26.9677;-10;0.0000;1.5708;0.1465;-0.0696;1.5535
26.9707;7;0.0000;1.5708;0.0919;-0.0666;1.5547
26.9737;-16;0.0000;1.5708;0.0460;-0.0743;1.5559
26.9767;-5;0.0000;1.5708;0.0043;-0.0761;1.5567
26.9797;-5;0.0000;1.5708;0.0021;-0.0781;1.5574
26.9827;6;0.0000;1.5708;-0.0363;-0.0735;1.5578
26.9857;8;0.0000;1.5708;-0.0743;-0.0673;1.5573
26.9898;5;0.0000;1.5708;-0.0184;-0.0638;1.5582
26.9936;14;0.0000;1.5708;0.0843;-0.0575;1.5583
26.9962;0;0.0000;1.5708;0.1543;-0.0589;1.5588
26.9988;15;0.0000;1.5708;0.2081;-0.0541;1.5604
27.0017;-1;0.0000;1.5708;0.2349;-0.0579;1.5586
27.0047;-2;0.0000;1.5708;0.2297;-0.0618;1.5596
27.0077;-11;0.0000;1.5708;0.1896;-0.0697;1.5593
27.0107;1;0.0000;1.5708;0.1322;-0.0700;1.5580
27.0137;-19;0.0000;1.5708;0.0848;-0.0799;1.5583
27.0167;-3;0.0000;1.5708;0.0424;-0.0812;1.5579
27.0208;6;0.0000;1.5708;-0.0349;-0.0764;1.5582
27.0249;1;0.0000;1.5708;-0.0548;-0.0741;1.5577
27.0277;7;0.0000;1.5708;0.0100;-0.0696;1.5579
27.0307;5;0.0000;1.5708;0.0424;-0.0668;1.5588
27.0337;0;0.0000;1.5708;0.1147;-0.0679;1.5589
27.0367;-2;0.0000;1.5708;0.1883;-0.0713;1.5599
27.0397;0;0.0000;1.5708;0.2250;-0.0736;1.5598
27.0427;7;0.0000;1.5708;0.2247;-0.0725;1.5596
27.0457;-6;0.0000;1.5708;0.1871;-0.0776;1.5592
27.0504;-13;0.0000;1.5708;0.2245;-0.0867;1.5579
27.0542;3;0.0000;1.5708;0.1496;-0.0861;1.5575
27.0568;-12;0.0000;1.5708;0.0561;-0.0920;1.5570
27.0597;-6;0.0000;1.5708;-0.0467;-0.0935;1.5569
27.0627;-8;0.0000;1.5708;-0.0608;-0.0954;1.5559
27.0657;7;0.0000;1.5708;-0.0678;-0.0895;1.5565
27.0687;12;0.0000;1.5708;-0.0713;-0.0814;1.5553
27.0717;10;0.0000;1.5708;-0.0356;-0.0750;1.5552
27.0747;4;0.0000;1.5708;0.0570;-0.0727;1.5548
27.0794;17;0.0000;1.5708;0.2716;-0.0675;1.5536
27.0829;-5;0.0000;1.5708;0.2854;-0.0738;1.5535
27.0857;-6;0.0000;1.5708;0.2736;-0.0801;1.5524
27.0887;-12;0.0000;1.5708;0.2116;-0.0884;1.5539
27.0917;-13;0.0000;1.5708;0.0871;-0.0951;1.5531
27.0947;8;0.0000;1.5708;-0.0313;-0.0894;1.5530
27.0977;-13;0.0000;1.5708;-0.1465;-0.0928;1.5535
27.1007;6;0.0000;1.5708;-0.1294;-0.0865;1.5517
27.1037;-3;0.0000;1.5708;-0.0834;-0.0859;1.5524
27.1084;3;0.0000;1.5708;0.0331;-0.0835;1.5521
27.1117;-5;0.0000;1.5708;0.0539;-0.0862;1.5517
27.1147;-1;0.0000;1.5708;0.1018;-0.0874;1.5507
27.1177;-2;0.0000;1.5708;0.0696;-0.0888;1.5496
27.1207;-1;0.0000;1.5708;0.0348;-0.0891;1.5486
27.1237;9;0.0000;1.5708;0.0361;-0.0840;1.5480
27.1267;-4;0.0000;1.5708;0.0181;-0.0856;1.5469
27.1297;-1;0.0000;1.5708;0.0464;-0.0863;1.5457
27.1327;-12;0.0000;1.5708;0.0419;-0.0919;1.5460
27.1358;-5;0.0000;1.5708;0.0210;-0.0936;1.5450
27.1406;-8;0.0000;1.5708;-0.0643;-0.0958;1.5442
27.1432;-7;0.0000;1.5708;-0.1257;-0.0962;1.5435
27.1458;-12;0.0000;1.5708;-0.1750;-0.0985;1.5426
27.1487;3;0.0000;1.5708;-0.2184;-0.0923;1.5412
27.1517;12;0.0000;1.5708;-0.2401;-0.0816;1.5414
27.1547;11;0.0000;1.5708;-0.2136;-0.0721;1.5396
27.1577;12;0.0000;1.5708;-0.1255;-0.0634;1.5392
27.1607;0;0.0000;1.5708;-0.0253;-0.0620;1.5396
27.1654;-8;0.0000;1.5708;0.1556;-0.0678;1.5381
27.1687;17;0.0000;1.5708;0.1339;-0.0610;1.5386
27.1717;-3;0.0000;1.5708;0.0670;-0.0633;1.5404
27.1747;-7;0.0000;1.5708;0.0148;-0.0667;1.5420
27.1777;-12;0.0000;1.5708;-0.0113;-0.0721;1.5412
27.1807;2;0.0000;1.5708;-0.0805;-0.0689;1.5427
27.1837;-14;0.0000;1.5708;-0.1337;-0.0732;1.5417
27.1867;-4;0.0000;1.5708;-0.1791;-0.0719;1.5415
27.1897;-1;0.0000;1.5708;-0.2017;-0.0687;1.5402
27.1939;7;0.0000;1.5708;-0.2131;-0.0612;1.5393
27.1977;6;0.0000;1.5708;-0.1813;-0.0551;1.5381
27.2007;2;0.0000;1.5708;-0.0907;-0.0521;1.5364
27.2037;5;0.0000;1.5708;0.0108;-0.0492;1.5361
27.2067;2;0.0000;1.5708;0.0802;-0.0490;1.5355
27.2097;-4;0.0000;1.5708;0.0962;-0.0525;1.5354
27.2127;-6;0.0000;1.5708;0.0668;-0.0561;1.5358
27.2157;-11;0.0000;1.5708;0.0147;-0.0614;1.5372
27.2187;-13;0.0000;1.5708;-0.0675;-0.0662;1.5375
27.2217;-17;0.0000;1.5708;-0.1459;-0.0719;1.5388
27.2257;1;0.0000;1.5708;-0.3161;-0.0659;1.5379
27.2297;-2;0.0000;1.5708;-0.3450;-0.0614;1.5394
27.2327;9;0.0000;1.5708;-0.3034;-0.0518;1.5381
27.2357;2;0.0000;1.5708;-0.2452;-0.0466;1.5377
27.2387;15;0.0000;1.5708;-0.1600;-0.0368;1.5367
27.2417;-3;0.0000;1.5708;-0.0800;-0.0372;1.5365
27.2447;15;0.0000;1.5708;0.0161;-0.0299;1.5369
27.2477;-5;0.0000;1.5708;0.0267;-0.0330;1.5359
27.2507;3;0.0000;1.5708;0.0134;-0.0313;1.5365
27.2547;-10;0.0000;1.5708;-0.0494;-0.0357;1.5362
27.2585;-4;0.0000;1.5708;-0.0808;-0.0366;1.5365
27.2611;-4;0.0000;1.5708;-0.1152;-0.0370;1.5377
27.2638;-2;0.0000;1.5708;-0.1511;-0.0358;1.5376
27.2667;-5;0.0000;1.5708;-0.1878;-0.0357;1.5376
27.2697;-3;0.0000;1.5708;-0.2061;-0.0343;1.5372
27.2727;4;0.0000;1.5708;-0.2152;-0.0290;1.5365
27.2757;8;0.0000;1.5708;-0.2011;-0.0218;1.5350
27.2787;14;0.0000;1.5708;-0.1567;-0.0129;1.5335
27.2827;3;0.0000;1.5708;-0.0596;-0.0105;1.5322
27.2864;8;0.0000;1.5708;0.0824;-0.0081;1.5307
27.2891;-6;0.0000;1.5708;0.0973;-0.0134;1.5292
27.2917;-6;0.0000;1.5708;0.0861;-0.0184;1.5291
27.2947;-13;0.0000;1.5708;0.0617;-0.0262;1.5321
27.2977;-11;0.0000;1.5708;-0.0439;-0.0311;1.5330
27.3007;-22;0.0000;1.5708;-0.1342;-0.0398;1.5343
27.3037;-27;0.0000;1.5708;-0.2354;-0.0492;1.5370
27.3067;-4;0.0000;1.5708;-0.2860;-0.0466;1.5374
27.3107;0;0.0000;1.5708;-0.3487;-0.0414;1.5357
27.3146;4;0.0000;1.5708;-0.3053;-0.0346;1.5374
27.3172;5;0.0000;1.5708;-0.2461;-0.0283;1.5361
27.3198;8;0.0000;1.5708;-0.1979;-0.0214;1.5355
27.3227;-1;0.0000;1.5708;-0.1363;-0.0202;1.5357
27.3257;-2;0.0000;1.5708;-0.0681;-0.0205;1.5358
27.3287;16;0.0000;1.5708;-0.0528;-0.0121;1.5370
27.3317;0;0.0000;1.5708;-0.0638;-0.0113;1.5384
27.3347;-8;0.0000;1.5708;-0.0506;-0.0149;1.5410
27.3378;5;0.0000;1.5708;-0.0440;-0.0121;1.5432
27.3426;-17;0.0000;1.5708;-0.1155;-0.0191;1.5467
27.3453;8;0.0000;1.5708;-0.1325;-0.0133;1.5500
27.3479;-10;0.0000;1.5708;-0.1411;-0.0165;1.5516
27.3507;-11;0.0000;1.5708;-0.1453;-0.0203;1.5529
27.3537;0;0.0000;1.5708;-0.1475;-0.0181;1.5555
27.3567;4;0.0000;1.5708;-0.1485;-0.0139;1.5560
27.3597;3;0.0000;1.5708;-0.1678;-0.0097;1.5569
27.3627;13;0.0000;1.5708;-0.1026;-0.0021;1.5578
27.3667;-4;0.0000;1.5708;-0.0513;-0.0042;1.5600
27.3704;4;0.0000;1.5708;0.0304;-0.0029;1.5616
27.3731;2;0.0000;1.5708;0.0526;-0.0030;1.5629
27.3757;-7;0.0000;1.5708;0.0450;-0.0075;1.5627
27.3787;-9;0.0000;1.5708;0.0225;-0.0126;1.5644
27.3817;-13;0.0000;1.5708;-0.0075;-0.0190;1.5657
27.3847;-9;0.0000;1.5708;-0.0972;-0.0220;1.5661
27.3877;-3;0.0000;1.5708;-0.1795;-0.0212;1.5670
27.3907;-8;0.0000;1.5708;-0.2767;-0.0214;1.5685
27.3947;-3;0.0000;1.5708;-0.3628;-0.0175;1.5699
27.3985;6;0.0000;1.5708;-0.3123;-0.0099;1.5682
27.4012;12;0.0000;1.5708;-0.2497;-0.0005;1.5689
27.4038;17;0.0000;1.5708;-0.1622;0.0098;1.5693
27.4067;0;0.0000;1.5708;-0.0998;0.0108;1.5694
27.4097;9;0.0000;1.5708;0.0249;0.0142;1.5698
27.4127;2;0.0000;1.5708;0.0498;0.0137;1.5702
27.4157;-1;0.0000;1.5708;0.0436;0.0115;1.5725
27.4187;-9;0.0000;1.5708;0.0218;0.0059;1.5744
27.4217;-7;0.0000;1.5708;-0.0265;0.0021;1.5755
27.4258;-13;0.0000;1.5708;-0.1067;-0.0033;1.5774
27.4296;-2;0.0000;1.5708;-0.2217;-0.0017;1.5771
27.4322;-1;0.0000;1.5708;-0.2791;0.0015;1.5773
27.4348;4;0.0000;1.5708;-0.2705;0.0070;1.5781
27.4377;1;0.0000;1.5708;-0.2287;0.0105;1.5787
27.4407;6;0.0000;1.5708;-0.2079;0.0163;1.5800
27.4437;17;0.0000;1.5708;-0.1600;0.0265;1.5802
27.4467;-3;0.0000;1.5708;-0.0800;0.0250;1.5818
27.4497;10;0.0000;1.5708;0.0161;0.0287;1.5841
27.4544;10;0.0000;1.5708;0.0642;0.0319;1.5842
27.4577;0;0.0000;1.5708;0.0508;0.0299;1.5869
27.4607;-9;0.0000;1.5708;0.0628;0.0235;1.5877
27.4637;-10;0.0000;1.5708;0.0314;0.0169;1.5890
27.4667;-5;0.0000;1.5708;-0.0404;0.0141;1.5900
27.4697;-8;0.0000;1.5708;-0.1137;0.0111;1.5906
27.4727;-7;0.0000;1.5708;-0.1878;0.0098;1.5915
27.4757;4;0.0000;1.5708;-0.2435;0.0150;1.5910
27.4787;7;0.0000;1.5708;-0.2713;0.0222;1.5920
27.4818;13;0.0000;1.5708;-0.2292;0.0314;1.5908
27.4868;15;0.0000;1.5708;-0.1146;0.0394;1.5896
27.4897;9;0.0000;1.5708;0.0362;0.0421;1.5908
27.4927;10;0.0000;1.5708;0.1303;0.0439;1.5910
27.4957;0;0.0000;1.5708;0.1773;0.0397;1.5903
27.4987;-5;0.0000;1.5708;0.1635;0.0335;1.5934
27.5017;-8;0.0000;1.5708;0.1378;0.0265;1.5947
27.5047;-9;0.0000;1.5708;0.0502;0.0203;1.5960
27.5077;-15;0.0000;1.5708;-0.0497;0.0130;1.5978
27.5124;2;0.0000;1.5708;-0.2306;0.0168;1.5983
27.5158;6;0.0000;1.5708;-0.2275;0.0227;1.6002
27.5187;-24;0.0000;1.5708;-0.2072;0.0132;1.5981
27.5217;2;0.0000;1.5708;-0.1410;0.0159;1.6011
27.5247;13;0.0000;1.5708;-0.1079;0.0234;1.5992
27.5277;3;0.0000;1.5708;-0.1101;0.0259;1.5999
27.5307;10;0.0000;1.5708;-0.0363;0.0308;1.6028
27.5337;6;0.0000;1.5708;0.0005;0.0331;1.6018
27.5367;19;0.0000;1.5708;0.0564;0.0409;1.6025
27.5398;3;0.0000;1.5708;0.1217;0.0395;1.6030
27.5451;-6;0.0000;1.5708;0.1917;0.0322;1.6039
27.5477;-6;0.0000;1.5708;0.1707;0.0256;1.6036
27.5507;1;0.0000;1.5708;0.0853;0.0243;1.6044
27.5537;-14;0.0000;1.5708;0.0053;0.0166;1.6049
27.5567;-4;0.0000;1.5708;-0.0534;0.0146;1.6056
27.5597;0;0.0000;1.5708;-0.1015;0.0155;1.6058
27.5627;11;0.0000;1.5708;-0.1256;0.0221;1.6050
27.5657;13;0.0000;1.5708;-0.1002;0.0291;1.6050
27.5704;14;0.0000;1.5708;0.0060;0.0349;1.6040
27.5739;7;0.0000;1.5708;0.1339;0.0352;1.6034
27.5767;14;0.0000;1.5708;0.1979;0.0381;1.6031
27.5797;-4;0.0000;1.5708;0.2672;0.0307;1.6032
27.5827;-6;0.0000;1.5708;0.2645;0.0225;1.6046
27.5857;-8;0.0000;1.5708;0.2070;0.0145;1.6057
27.5887;-8;0.0000;1.5708;0.1035;0.0081;1.6057
27.5917;17;0.0000;1.5708;-0.0043;0.0162;1.6072
27.5947;-2;0.0000;1.5708;-0.0770;0.0152;1.6065
27.5978;7;0.0000;1.5708;-0.0946;0.0197;1.6057
27.6028;-17;0.0000;1.5708;0.0088;0.0101;1.6034
27.6057;8;0.0000;1.5708;0.0418;0.0129;1.6047
27.6087;15;0.0000;1.5708;0.0583;0.0186;1.6028
27.6117;0;0.0000;1.5708;0.0853;0.0162;1.6028
27.6147;12;0.0000;1.5708;0.1174;0.0197;1.6040
27.6177;17;0.0000;1.5708;0.1709;0.0245;1.6025
27.6207;9;0.0000;1.5708;0.1977;0.0254;1.6020
27.6237;-5;0.0000;1.5708;0.2110;0.0185;1.6025
27.6267;-8;0.0000;1.5708;0.2177;0.0103;1.6021
27.6308;-2;0.0000;1.5708;0.1649;0.0059;1.6025
27.6348;4;0.0000;1.5708;0.0264;0.0072;1.6016
27.6377;-5;0.0000;1.5708;-0.0429;0.0044;1.6010
27.6407;9;0.0000;1.5708;-0.0402;0.0093;1.5997
27.6437;7;0.0000;1.5708;-0.0201;0.0127;1.5994
27.6467;12;0.0000;1.5708;0.0087;0.0180;1.5992
27.6497;16;0.0000;1.5708;0.0791;0.0239;1.5982
27.6527;6;0.0000;1.5708;0.1892;0.0232;1.5981
27.6557;17;0.0000;1.5708;0.2816;0.0262;1.5981
27.6588;-4;0.0000;1.5708;0.3278;0.0183;1.5968
27.6638;-3;0.0000;1.5708;0.4070;0.0098;1.5974
27.6667;-6;0.0000;1.5708;0.3157;0.0011;1.5957
27.6697;26;0.0000;1.5708;0.2513;0.0094;1.5934
27.6727;6;0.0000;1.5708;0.1631;0.0093;1.5920
27.6757;0;0.0000;1.5708;0.1189;0.0071;1.5906
27.6787;1;0.0000;1.5708;0.1717;0.0045;1.5900
27.6817;-8;0.0000;1.5708;0.2167;-0.0034;1.5885
27.6847;7;0.0000;1.5708;0.2580;-0.0040;1.5873
27.6887;16;0.0000;1.5708;0.2412;-0.0001;1.5862
27.6927;9;0.0000;1.5708;0.2141;0.0006;1.5841
27.6957;10;0.0000;1.5708;0.2567;0.0011;1.5816
27.6987;16;0.0000;1.5708;0.3153;0.0037;1.5798
27.7017;13;0.0000;1.5708;0.3821;0.0037;1.5783
27.7047;-10;0.0000;1.5708;0.3967;-0.0078;1.5766
27.7077;16;0.0000;1.5708;0.4228;-0.0066;1.5734
27.7107;1;0.0000;1.5708;0.3610;-0.0120;1.5707
27.7137;-3;0.0000;1.5708;0.2927;-0.0187;1.5661
27.7178;-1;0.0000;1.5708;0.3333;-0.0248;1.5606
27.7217;0;0.0000;1.5708;0.2602;-0.0284;1.5601
27.7247;-1;0.0000;1.5708;0.2049;-0.0325;1.5595
27.7277;7;0.0000;1.5708;0.1772;-0.0318;1.5572
27.7307;11;0.0000;1.5708;0.1634;-0.0290;1.5566
27.7337;-2;0.0000;1.5708;0.1752;-0.0332;1.5578
27.7367;11;0.0000;1.5708;0.2372;-0.0314;1.5579
27.7397;1;0.0000;1.5708;0.2869;-0.0352;1.5596
27.7427;7;0.0000;1.5708;0.3117;-0.0364;1.5595
27.7467;16;0.0000;1.5708;0.4364;-0.0350;1.5590
27.7507;0;0.0000;1.5708;0.4613;-0.0419;1.5587
27.7537;-8;0.0000;1.5708;0.4363;-0.0524;1.5561
27.7567;-3;0.0000;1.5708;0.3865;-0.0598;1.5544
27.7597;-11;0.0000;1.5708;0.3054;-0.0693;1.5530
27.7627;-12;0.0000;1.5708;0.2275;-0.0784;1.5504
27.7657;-1;0.0000;1.5708;0.1138;-0.0798;1.5490
27.7687;0;0.0000;1.5708;0.0382;-0.0799;1.5488
27.7717;14;0.0000;1.5708;0.0378;-0.0730;1.5492
27.7748;11;0.0000;1.5708;0.0563;-0.0675;1.5482
27.7798;13;0.0000;1.5708;0.2152;-0.0637;1.5493
27.7827;2;0.0000;1.5708;0.2946;-0.0663;1.5500
27.7857;2;0.0000;1.5708;0.3717;-0.0702;1.5500
27.7887;-1;0.0000;1.5708;0.3728;-0.0760;1.5503
27.7917;0;0.0000;1.5708;0.3173;-0.0802;1.5498
27.7947;-7;0.0000;1.5708;0.2709;-0.0873;1.5518
27.7977;-9;0.0000;1.5708;0.2102;-0.0941;1.5508
27.8007;-2;0.0000;1.5708;0.1612;-0.0967;1.5508
27.8038;-2;0.0000;1.5708;0.0245;-0.0974;1.5513
27.8088;4;0.0000;1.5708;-0.0065;-0.0940;1.5511
27.8117;-12;0.0000;1.5708;-0.0032;-0.0989;1.5513
27.8147;6;0.0000;1.5708;0.0358;-0.0951;1.5523
27.8177;14;0.0000;1.5708;0.0366;-0.0876;1.5529
27.8207;-2;0.0000;1.5708;0.0557;-0.0888;1.5542
27.8237;13;0.0000;1.5708;0.1400;-0.0836;1.5552
27.8267;6;0.0000;1.5708;0.1822;-0.0827;1.5562
27.8297;14;0.0000;1.5708;0.2033;-0.0781;1.5564
27.8327;1;0.0000;1.5708;0.2513;-0.0807;1.5562
27.8367;-3;0.0000;1.5708;0.3313;-0.0865;1.5556
27.8407;-5;0.0000;1.5708;0.3153;-0.0932;1.5575
27.8437;-7;0.0000;1.5708;0.2324;-0.0996;1.5578
27.8467;-6;0.0000;1.5708;0.1536;-0.1041;1.5594
27.8497;-3;0.0000;1.5708;0.0768;-0.1059;1.5603
27.8527;2;0.0000;1.5708;-0.0177;-0.1032;1.5611
27.8557;-15;0.0000;1.5708;-0.0462;-0.1088;1.5621
27.8587;6;0.0000;1.5708;-0.0231;-0.1040;1.5620
27.8617;7;0.0000;1.5708;-0.0116;-0.0992;1.5624
27.8658;-4;0.0000;1.5708;0.0503;-0.1012;1.5629
27.8697;14;0.0000;1.5708;0.1748;-0.0959;1.5628
27.8723;2;0.0000;1.5708;0.1996;-0.0968;1.5633
27.8749;20;0.0000;1.5708;0.2120;-0.0893;1.5627
27.8777;-5;0.0000;1.5708;0.1808;-0.0937;1.5626
27.8807;-6;0.0000;1.5708;0.2026;-0.0989;1.5618
27.8837;-6;0.0000;1.5708;0.1574;-0.1035;1.5622
27.8867;-7;0.0000;1.5708;0.0787;-0.1074;1.5614
27.8897;9;0.0000;1.5708;-0.0168;-0.1016;1.5606
27.8944;4;0.0000;1.5708;-0.1767;-0.0960;1.5588
27.8977;5;0.0000;1.5708;-0.1257;-0.0908;1.5598
27.9007;12;0.0000;1.5708;-0.0068;-0.0838;1.5574
27.9037;10;0.0000;1.5708;0.0714;-0.0791;1.5573
27.9067;2;0.0000;1.5708;0.1479;-0.0794;1.5576
27.9097;5;0.0000;1.5708;0.2422;-0.0796;1.5573
27.9127;-8;0.0000;1.5708;0.2707;-0.0873;1.5567
27.9157;10;0.0000;1.5708;0.2662;-0.0855;1.5568
27.9187;-3;0.0000;1.5708;0.1892;-0.0894;1.5584
27.9234;1;0.0000;1.5708;0.2068;-0.0911;1.5587
27.9267;6;0.0000;1.5708;0.1782;-0.0899;1.5595
27.9297;-3;0.0000;1.5708;0.1265;-0.0930;1.5584
27.9327;-2;0.0000;1.5708;0.1754;-0.0962;1.5585
27.9357;-14;0.0000;1.5708;0.1625;-0.1047;1.5582
27.9387;2;0.0000;1.5708;0.1374;-0.1049;1.5576
27.9417;-7;0.0000;1.5708;0.0874;-0.1089;1.5577
27.9447;11;0.0000;1.5708;0.0624;-0.1031;1.5570
27.9477;9;0.0000;1.5708;0.0125;-0.0979;1.5544
27.9521;7;0.0000;1.5708;0.0997;-0.0949;1.5524
27.9568;0;0.0000;1.5708;0.2743;-0.0980;1.5517
27.9597;13;0.0000;1.5708;0.3054;-0.0953;1.5497
27.9627;-4;0.0000;1.5708;0.3397;-0.1016;1.5502
27.9657;-6;0.0000;1.5708;0.3194;-0.1088;1.5488
27.9687;-7;0.0000;1.5708;0.2720;-0.1157;1.5504
27.9717;-10;0.0000;1.5708;0.1921;-0.1227;1.5489
27.9747;15;0.0000;1.5708;0.0773;-0.1153;1.5486
27.9777;-13;0.0000;1.5708;-0.0361;-0.1202;1.5494
27.9808;8;0.0000;1.5708;-0.0181;-0.1149;1.5469
27.9860;6;0.0000;1.5708;0.0284;-0.1110;1.5439
27.9899;15;0.0000;1.5708;0.0516;-0.1035;1.5437
27.9936;1;0.0000;1.5708;0.1754;-0.1047;1.5423
27.9964;3;0.0000;1.5708;0.2373;-0.1057;1.5417
27.9990;7;0.0000;1.5708;0.2683;-0.1053;1.5408
28.0017;-6;0.0000;1.5708;0.2650;-0.1113;1.5394
28.0047;-7;0.0000;1.5708;0.2260;-0.1174;1.5402
28.0077;-6;0.0000;1.5708;0.2065;-0.1225;1.5387
28.0124;0;0.0000;1.5708;0.0472;-0.1224;1.5379
28.0157;-8;0.0000;1.5708;-0.0512;-0.1244;1.5377
28.0187;8;0.0000;1.5708;-0.1004;-0.1174;1.5347
28.0217;-1;0.0000;1.5708;-0.1063;-0.1155;1.5363
28.0247;7;0.0000;1.5708;-0.0532;-0.1100;1.5359
28.0277;13;0.0000;1.5708;0.0108;-0.1028;1.5360
28.0307;0;0.0000;1.5708;0.0615;-0.1029;1.5364
28.0337;7;0.0000;1.5708;0.1430;-0.1008;1.5375
28.0367;-2;0.0000;1.5708;0.1837;-0.1041;1.5377
28.0397;17;0.0000;1.5708;0.2414;-0.0984;1.5357
28.0438;-5;0.0000;1.5708;0.2516;-0.1041;1.5351
28.0477;-8;0.0000;1.5708;0.2193;-0.1107;1.5341
28.0507;2;0.0000;1.5708;0.1658;-0.1110;1.5332
28.0537;-12;0.0000;1.5708;0.0642;-0.1172;1.5329
28.0567;-2;0.0000;1.5708;0.0134;-0.1176;1.5321
28.0597;-5;0.0000;1.5708;-0.0494;-0.1184;1.5319
28.0627;10;0.0000;1.5708;-0.0434;-0.1115;1.5311
28.0657;8;0.0000;1.5708;-0.0217;-0.1060;1.5313
28.0687;12;0.0000;1.5708;0.0078;-0.0993;1.5310
28.0718;2;0.0000;1.5708;0.1161;-0.0992;1.5309
28.0774;16;0.0000;1.5708;0.3760;-0.0963;1.5306
28.0801;-3;0.0000;1.5708;0.3376;-0.1026;1.5292
