t;u;ref_dx;ref_psi;dx;theta;psi
5.9277;-6;0.0000;0.0000;0.3505;-0.1477;-0.0312
5.9314;-12;0.0000;0.0000;0.2313;-0.1562;-0.0320
5.9341;11;0.0000;0.0000;0.1344;-0.1512;-0.0315
5.9367;-12;0.0000;0.0000;0.0298;-0.1563;-0.0304
5.9397;4;0.0000;0.0000;-0.0225;-0.1524;-0.0314
5.9427;-1;0.0000;0.0000;-0.0113;-0.1519;-0.0302
5.9457;13;0.0000;0.0000;0.0131;-0.1443;-0.0327
5.9487;6;0.0000;0.0000;0.0813;-0.1412;-0.0327
5.9517;3;0.0000;0.0000;0.1342;-0.1408;-0.0336
5.9558;9;0.0000;0.0000;0.3102;-0.1401;-0.0341
5.9609;-3;0.0000;0.0000;0.3795;-0.1465;-0.0350
5.9637;-4;0.0000;0.0000;0.3019;-0.1522;-0.0333
5.9667;-10;0.0000;0.0000;0.2632;-0.1601;-0.0332
5.9697;-10;0.0000;0.0000;0.1877;-0.1664;-0.0331
5.9727;-17;0.0000;0.0000;0.0751;-0.1745;-0.0315
5.9757;-9;0.0000;0.0000;-0.0372;-0.1770;-0.0315
5.9787;5;0.0000;0.0000;-0.0934;-0.1712;-0.0320
5.9817;7;0.0000;0.0000;-0.1215;-0.1641;-0.0324
5.9857;3;0.0000;0.0000;-0.0421;-0.1603;-0.0316
5.9897;1;0.0000;0.0000;0.0912;-0.1595;-0.0322
5.9927;0;0.0000;0.0000;0.1765;-0.1608;-0.0307
5.9957;-2;0.0000;0.0000;0.2191;-0.1640;-0.0300
5.9987;-7;0.0000;0.0000;0.1844;-0.1691;-0.0308
6.0017;-2;0.0000;0.0000;0.1670;-0.1715;-0.0274
6.0047;-7;0.0000;0.0000;0.0461;-0.1745;-0.0275
6.0077;5;0.0000;0.0000;-0.0144;-0.1702;-0.0264
6.0107;-5;0.0000;0.0000;-0.0820;-0.1702;-0.0247
6.0147;3;0.0000;0.0000;-0.0971;-0.1653;-0.0255
6.0182;-9;0.0000;0.0000;-0.0298;-0.1682;-0.0240
6.0209;12;0.0000;0.0000;-0.0149;-0.1605;-0.0253
6.0237;7;0.0000;0.0000;-0.0075;-0.1555;-0.0236
6.0267;1;0.0000;0.0000;-0.0037;-0.1537;-0.0236
6.0297;4;0.0000;0.0000;0.0916;-0.1517;-0.0226
6.0327;5;0.0000;0.0000;0.1393;-0.1500;-0.0216
6.0357;3;0.0000;0.0000;0.1632;-0.1495;-0.0209
6.0387;-3;0.0000;0.0000;0.1938;-0.1530;-0.0212
6.0434;-11;0.0000;0.0000;0.2091;-0.1605;-0.0207
6.0469;-4;0.0000;0.0000;0.1419;-0.1635;-0.0198
6.0497;-14;0.0000;0.0000;0.0710;-0.1701;-0.0189
6.0527;-8;0.0000;0.0000;-0.0206;-0.1726;-0.0178
6.0557;-6;0.0000;0.0000;-0.1038;-0.1725;-0.0164
6.0587;-12;0.0000;0.0000;-0.1267;-0.1752;-0.0154
6.0617;3;0.0000;0.0000;-0.1382;-0.1701;-0.0148
6.0647;1;0.0000;0.0000;-0.1813;-0.1650;-0.0147
6.0677;17;0.0000;0.0000;-0.1467;-0.1530;-0.0149
6.0707;-1;0.0000;0.0000;-0.0921;-0.1512;-0.0148
6.0738;2;0.0000;0.0000;-0.0086;-0.1488;-0.0135
6.0800;8;0.0000;0.0000;0.0892;-0.1448;-0.0137
6.0827;-5;0.0000;0.0000;0.0820;-0.1475;-0.0118
6.0857;-1;0.0000;0.0000;0.0784;-0.1485;-0.0118
6.0887;-3;0.0000;0.0000;0.0392;-0.1496;-0.0098
6.0917;-8;0.0000;0.0000;-0.0365;-0.1523;-0.0093
6.0947;5;0.0000;0.0000;-0.0557;-0.1477;-0.0088
6.0977;-4;0.0000;0.0000;-0.0839;-0.1478;-0.0074
6.1007;0;0.0000;0.0000;-0.0981;-0.1452;-0.0067
6.1054;-4;0.0000;0.0000;-0.1238;-0.1445;-0.0059
6.1087;10;0.0000;0.0000;-0.0806;-0.1372;-0.0067
6.1117;13;0.0000;0.0000;-0.0590;-0.1290;-0.0078
6.1147;7;0.0000;0.0000;-0.0295;-0.1242;-0.0075
6.1177;3;0.0000;0.0000;0.0600;-0.1229;-0.0080
6.1207;2;0.0000;0.0000;0.1422;-0.1233;-0.0078
6.1237;12;0.0000;0.0000;0.2207;-0.1203;-0.0077
6.1267;-8;0.0000;0.0000;0.1852;-0.1270;-0.0088
6.1297;-7;0.0000;0.0000;0.1861;-0.1327;-0.0068
6.1344;10;0.0000;0.0000;0.0930;-0.1286;-0.0072
6.1382;-6;0.0000;0.0000;-0.0470;-0.1304;-0.0062
6.1408;5;0.0000;0.0000;-0.0983;-0.1255;-0.0071
6.1437;3;0.0000;0.0000;-0.0678;-0.1224;-0.0066
6.1467;2;0.0000;0.0000;-0.0339;-0.1203;-0.0084
6.1497;5;0.0000;0.0000;0.0391;-0.1179;-0.0087
6.1527;5;0.0000;0.0000;0.0944;-0.1162;-0.0090
6.1557;-5;0.0000;0.0000;0.1033;-0.1201;-0.0088
6.1587;21;0.0000;0.0000;0.1638;-0.1117;-0.0082
6.1634;-1;0.0000;0.0000;0.1754;-0.1149;-0.0078
6.1669;0;0.0000;0.0000;0.1438;-0.1171;-0.0062
6.1697;-9;0.0000;0.0000;0.1280;-0.1235;-0.0059
6.1727;-10;0.0000;0.0000;0.1201;-0.1300;-0.0050
6.1757;-4;0.0000;0.0000;0.0601;-0.1325;-0.0035
6.1787;-9;0.0000;0.0000;-0.0635;-0.1353;-0.0036
6.1817;-13;0.0000;0.0000;-0.1439;-0.1391;-0.0032
6.1847;6;0.0000;0.0000;-0.1468;-0.1330;-0.0024
6.1877;11;0.0000;0.0000;-0.1669;-0.1244;-0.0031
6.1925;3;0.0000;0.0000;-0.0834;-0.1208;-0.0044
6.1962;4;0.0000;0.0000;0.0892;-0.1198;-0.0027
6.1988;9;0.0000;0.0000;0.1568;-0.1174;-0.0025
6.2017;-4;0.0000;0.0000;0.1719;-0.1218;-0.0020
6.2047;13;0.0000;0.0000;0.1794;-0.1177;-0.0027
6.2077;-1;0.0000;0.0000;0.1458;-0.1205;0.0003
6.2107;-6;0.0000;0.0000;0.1103;-0.1252;0.0018
6.2137;-14;0.0000;0.0000;0.0926;-0.1331;0.0025
6.2167;-5;0.0000;0.0000;0.0463;-0.1357;0.0051
6.2198;-15;0.0000;0.0000;-0.0517;-0.1418;0.0059
6.2252;0;0.0000;0.0000;-0.1941;-0.1380;0.0064
6.2279;6;0.0000;0.0000;-0.1719;-0.1314;0.0056
6.2307;9;0.0000;0.0000;-0.1420;-0.1239;0.0062
6.2337;10;0.0000;0.0000;-0.0523;-0.1177;0.0043
6.2367;2;0.0000;0.0000;0.0486;-0.1169;0.0037
6.2397;4;0.0000;0.0000;0.1552;-0.1165;0.0041
6.2427;8;0.0000;0.0000;0.2085;-0.1151;0.0028
6.2457;-6;0.0000;0.0000;0.1978;-0.1211;0.0023
6.2498;-7;0.0000;0.0000;0.2298;-0.1279;0.0040
6.2535;-11;0.0000;0.0000;0.1523;-0.1354;0.0056
6.2562;-12;0.0000;0.0000;0.0387;-0.1413;0.0066
6.2588;-4;0.0000;0.0000;-0.0741;-0.1415;0.0082
6.2617;0;0.0000;0.0000;-0.1306;-0.1384;0.0084
6.2647;0;0.0000;0.0000;-0.1588;-0.1349;0.0095
6.2677;7;0.0000;0.0000;-0.1355;-0.1287;0.0074
6.2707;5;0.0000;0.0000;-0.0490;-0.1247;0.0085
6.2737;3;0.0000;0.0000;0.0129;-0.1226;0.0073
6.2767;-2;0.0000;0.0000;0.0999;-0.1249;0.0079
6.2814;-6;0.0000;0.0000;0.2370;-0.1312;0.0081
6.2852;-3;0.0000;0.0000;0.1746;-0.1351;0.0099
6.2878;-6;0.0000;0.0000;0.0873;-0.1390;0.0126
6.2907;-11;0.0000;0.0000;0.0249;-0.1441;0.0121
6.2937;-9;0.0000;0.0000;-0.0810;-0.1465;0.0145
6.2967;-5;0.0000;0.0000;-0.1527;-0.1461;0.0148
6.2997;-2;0.0000;0.0000;-0.2260;-0.1428;0.0136
6.3027;5;0.0000;0.0000;-0.2439;-0.1355;0.0148
6.3057;7;0.0000;0.0000;-0.1967;-0.1284;0.0122
6.3107;-3;0.0000;0.0000;-0.1171;-0.1276;0.0110
6.3139;0;0.0000;0.0000;0.0163;-0.1275;0.0120
6.3167;8;0.0000;0.0000;0.1016;-0.1244;0.0119
6.3197;-9;0.0000;0.0000;0.0882;-0.1298;0.0103
6.3227;-5;0.0000;0.0000;0.0628;-0.1326;0.0127
6.3257;-10;0.0000;0.0000;0.0314;-0.1374;0.0131
6.3287;-12;0.0000;0.0000;-0.0404;-0.1421;0.0139
6.3317;-4;0.0000;0.0000;-0.1511;-0.1412;0.0156
6.3347;-5;0.0000;0.0000;-0.2251;-0.1397;0.0167
6.3394;1;0.0000;0.0000;-0.3557;-0.1328;0.0178
6.3427;8;0.0000;0.0000;-0.2526;-0.1245;0.0151
6.3457;9;0.0000;0.0000;-0.2011;-0.1167;0.0160
6.3487;4;0.0000;0.0000;-0.1193;-0.1125;0.0150
6.3517;0;0.0000;0.0000;-0.0035;-0.1120;0.0153
6.3547;6;0.0000;0.0000;0.0730;-0.1098;0.0147
6.3577;-6;0.0000;0.0000;0.0552;-0.1135;0.0136
6.3607;-5;0.0000;0.0000;0.0650;-0.1170;0.0163
6.3637;-9;0.0000;0.0000;0.0138;-0.1216;0.0172
6.3684;-5;0.0000;0.0000;-0.1240;-0.1221;0.0188
6.3719;-5;0.0000;0.0000;-0.2303;-0.1210;0.0199
6.3747;4;0.0000;0.0000;-0.2647;-0.1144;0.0191
6.3777;1;0.0000;0.0000;-0.2820;-0.1091;0.0194
6.3807;4;0.0000;0.0000;-0.2158;-0.1034;0.0167
6.3837;8;0.0000;0.0000;-0.1640;-0.0966;0.0171
6.3867;1;0.0000;0.0000;-0.1007;-0.0945;0.0147
6.3897;-4;0.0000;0.0000;-0.0129;-0.0965;0.0152
6.3927;0;0.0000;0.0000;0.0496;-0.0972;0.0149
6.3974;1;0.0000;0.0000;0.0061;-0.0965;0.0161
6.4012;-5;0.0000;0.0000;-0.0530;-0.0984;0.0157
6.4038;-8;0.0000;0.0000;-0.0639;-0.1018;0.0150
6.4067;-9;0.0000;0.0000;-0.0881;-0.1050;0.0165
6.4097;-1;0.0000;0.0000;-0.1375;-0.1035;0.0162
6.4127;0;0.0000;0.0000;-0.2371;-0.1002;0.0163
6.4157;-9;0.0000;0.0000;-0.2681;-0.1006;0.0164
6.4187;5;0.0000;0.0000;-0.2463;-0.0941;0.0155
6.4217;9;0.0000;0.0000;-0.2353;-0.0861;0.0139
6.4264;-2;0.0000;0.0000;-0.1925;-0.0846;0.0122
6.4299;5;0.0000;0.0000;-0.0588;-0.0815;0.0113
6.4327;3;0.0000;0.0000;0.0267;-0.0805;0.0100
6.4357;-1;0.0000;0.0000;0.0507;-0.0824;0.0104
6.4387;-5;0.0000;0.0000;0.0441;-0.0862;0.0114
6.4417;-6;0.0000;0.0000;-0.0154;-0.0894;0.0126
6.4447;-9;0.0000;0.0000;-0.0638;-0.0932;0.0134
6.4477;-15;0.0000;0.0000;-0.1441;-0.0987;0.0150
6.4507;-3;0.0000;0.0000;-0.2403;-0.0969;0.0154
6.4548;1;0.0000;0.0000;-0.3446;-0.0911;0.0167
6.4587;7;0.0000;0.0000;-0.3593;-0.0822;0.0162
6.4613;4;0.0000;0.0000;-0.2731;-0.0760;0.0182
6.4639;18;0.0000;0.0000;-0.1740;-0.0649;0.0177
6.4667;9;0.0000;0.0000;-0.0870;-0.0595;0.0178
6.4697;9;0.0000;0.0000;0.0126;-0.0557;0.0199
6.4727;7;0.0000;0.0000;0.0811;-0.0540;0.0187
6.4757;2;0.0000;0.0000;0.1341;-0.0554;0.0198
6.4787;-3;0.0000;0.0000;0.1231;-0.0599;0.0227
6.4817;-8;0.0000;0.0000;0.0803;-0.0658;0.0237
6.4864;6;0.0000;0.0000;0.0214;-0.0636;0.0257
6.4899;-6;0.0000;0.0000;-0.0828;-0.0660;0.0261
6.4927;-3;0.0000;0.0000;-0.0975;-0.0668;0.0244
6.4957;3;0.0000;0.0000;-0.0861;-0.0646;0.0249
6.4987;11;0.0000;0.0000;-0.0805;-0.0583;0.0232
6.5017;3;0.0000;0.0000;-0.0402;-0.0566;0.0250
6.5047;15;0.0000;0.0000;0.0173;-0.0501;0.0229
6.5077;-1;0.0000;0.0000;0.0834;-0.0529;0.0239
6.5107;12;0.0000;0.0000;0.1352;-0.0498;0.0252
6.5154;-1;0.0000;0.0000;0.2172;-0.0549;0.0258
6.5188;-6;0.0000;0.0000;0.2021;-0.0619;0.0289
6.5217;-11;0.0000;0.0000;0.1572;-0.0703;0.0283
6.5247;-8;0.0000;0.0000;0.0786;-0.0762;0.0294
6.5277;-6;0.0000;0.0000;0.0019;-0.0795;0.0304
6.5307;-8;0.0000;0.0000;-0.0926;-0.0824;0.0302
6.5337;2;0.0000;0.0000;-0.1772;-0.0786;0.0299
6.5367;3;0.0000;0.0000;-0.1821;-0.0743;0.0303
6.5397;5;0.0000;0.0000;-0.1658;-0.0696;0.0318
6.5442;16;0.0000;0.0000;-0.1203;-0.0606;0.0306
6.5497;4;0.0000;0.0000;0.0333;-0.0594;0.0325
6.5527;11;0.0000;0.0000;0.1289;-0.0567;0.0325
6.5557;-5;0.0000;0.0000;0.1392;-0.0624;0.0317
6.5587;-1;0.0000;0.0000;0.1818;-0.0663;0.0343
6.5617;-11;0.0000;0.0000;0.1470;-0.0746;0.0351
6.5647;-9;0.0000;0.0000;0.0735;-0.0809;0.0365
6.5677;13;0.0000;0.0000;-0.0193;-0.0746;0.0365
6.5707;-11;0.0000;0.0000;-0.1032;-0.0792;0.0372
6.5747;-17;0.0000;0.0000;-0.1264;-0.0858;0.0376
6.5799;3;0.0000;0.0000;-0.0819;-0.0829;0.0373
6.5827;6;0.0000;0.0000;-0.1157;-0.0784;0.0367
6.5857;19;0.0000;0.0000;-0.0766;-0.0684;0.0366
6.5887;-2;0.0000;0.0000;-0.0383;-0.0695;0.0356
6.5917;8;0.0000;0.0000;0.0557;-0.0668;0.0365
6.5947;4;0.0000;0.0000;0.1026;-0.0666;0.0362
6.5977;0;0.0000;0.0000;0.1635;-0.0695;0.0360
6.6007;-6;0.0000;0.0000;0.1566;-0.0755;0.0368
6.6054;-7;0.0000;0.0000;0.1344;-0.0814;0.0381
6.6087;-12;0.0000;0.0000;0.0111;-0.0880;0.0382
6.6117;6;0.0000;0.0000;-0.0693;-0.0841;0.0392
6.6147;-7;0.0000;0.0000;-0.1655;-0.0855;0.0395
6.6177;8;0.0000;0.0000;-0.1763;-0.0790;0.0398
6.6207;0;0.0000;0.0000;-0.1068;-0.0777;0.0393
6.6237;8;0.0000;0.0000;-0.0534;-0.0730;0.0380
6.6267;8;0.0000;0.0000;-0.0080;-0.0691;0.0386
6.6297;0;0.0000;0.0000;0.0708;-0.0707;0.0377
6.6344;1;0.0000;0.0000;0.2411;-0.0743;0.0377
6.6377;0;0.0000;0.0000;0.2327;-0.0781;0.0359
6.6407;-7;0.0000;0.0000;0.1725;-0.0846;0.0396
6.6437;-12;0.0000;0.0000;0.1049;-0.0924;0.0381
6.6467;8;0.0000;0.0000;0.0338;-0.0888;0.0389
6.6497;-5;0.0000;0.0000;-0.0766;-0.0902;0.0402
6.6527;-1;0.0000;0.0000;-0.0570;-0.0904;0.0397
6.6557;-8;0.0000;0.0000;-0.0659;-0.0934;0.0400
6.6587;7;0.0000;0.0000;-0.0517;-0.0891;0.0384
6.6628;11;0.0000;0.0000;-0.0632;-0.0828;0.0376
6.6667;10;0.0000;0.0000;-0.0129;-0.0779;0.0346
6.6697;0;0.0000;0.0000;0.0683;-0.0796;0.0328
6.6727;5;0.0000;0.0000;0.1651;-0.0798;0.0323
6.6757;8;0.0000;0.0000;0.2134;-0.0792;0.0305
6.6787;-10;0.0000;0.0000;0.2189;-0.0879;0.0308
6.6817;-7;0.0000;0.0000;0.2030;-0.0948;0.0314
6.6847;-7;0.0000;0.0000;0.1576;-0.1008;0.0304
6.6877;-15;0.0000;0.0000;0.0414;-0.1086;0.0300
6.6907;-3;0.0000;0.0000;-0.0541;-0.1094;0.0297
6.6954;6;0.0000;0.0000;-0.2328;-0.1027;0.0310
6.6989;0;0.0000;0.0000;-0.2286;-0.0991;0.0315
6.7017;1;0.0000;0.0000;-0.1517;-0.0957;0.0326
6.7047;12;0.0000;0.0000;-0.0758;-0.0884;0.0325
6.7077;0;0.0000;0.0000;-0.0192;-0.0884;0.0330
6.7107;6;0.0000;0.0000;0.0465;-0.0860;0.0357
6.7137;6;0.0000;0.0000;0.0793;-0.0843;0.0353
6.7167;-1;0.0000;0.0000;0.1332;-0.0871;0.0350
6.7197;0;0.0000;0.0000;0.1601;-0.0899;0.0355
6.7244;-12;0.0000;0.0000;0.1735;-0.0986;0.0360
6.7279;-7;0.0000;0.0000;0.1055;-0.1038;0.0355
6.7307;-23;0.0000;0.0000;0.0340;-0.1156;0.0353
6.7337;-7;0.0000;0.0000;-0.0578;-0.1181;0.0354
6.7367;-8;0.0000;0.0000;-0.1598;-0.1195;0.0352
6.7397;0;0.0000;0.0000;-0.2108;-0.1162;0.0354
6.7427;-37;0.0000;0.0000;-0.2176;-0.1306;0.0357
6.7457;-1;0.0000;0.0000;-0.2210;-0.1271;0.0361
6.7487;13;0.0000;0.0000;-0.1853;-0.1172;0.0360
6.7534;-4;0.0000;0.0000;-0.2048;-0.1159;0.0357
6.7567;6;0.0000;0.0000;-0.1211;-0.1104;0.0360
6.7597;11;0.0000;0.0000;-0.0232;-0.1044;0.0366
6.7627;2;0.0000;0.0000;-0.0116;-0.1030;0.0362
6.7657;-5;0.0000;0.0000;0.0316;-0.1057;0.0367
6.7687;-6;0.0000;0.0000;0.0345;-0.1090;0.0383
6.7717;-8;0.0000;0.0000;-0.0201;-0.1124;0.0398
6.7747;0;0.0000;0.0000;-0.1036;-0.1106;0.0397
6.7777;-17;0.0000;0.0000;-0.1640;-0.1160;0.0412
6.7824;-2;0.0000;0.0000;-0.3064;-0.1121;0.0405
6.7862;-4;0.0000;0.0000;-0.3028;-0.1093;0.0407
6.7888;2;0.0000;0.0000;-0.2636;-0.1036;0.0384
6.7917;13;0.0000;0.0000;-0.2253;-0.0937;0.0380
6.7947;2;0.0000;0.0000;-0.1687;-0.0898;0.0359
6.7977;-1;0.0000;0.0000;-0.1218;-0.0888;0.0355
6.8007;12;0.0000;0.0000;-0.0422;-0.0822;0.0352
6.8037;7;0.0000;0.0000;-0.0211;-0.0782;0.0342
6.8067;-4;0.0000;0.0000;-0.0105;-0.0804;0.0348
6.8114;-6;0.0000;0.0000;0.0321;-0.0843;0.0357
6.8149;-8;0.0000;0.0000;0.0161;-0.0887;0.0369
6.8177;-11;0.0000;0.0000;-0.0668;-0.0932;0.0379
6.8207;0;0.0000;0.0000;-0.1269;-0.0910;0.0390
6.8237;-8;0.0000;0.0000;-0.2130;-0.0917;0.0383
6.8267;5;0.0000;0.0000;-0.2561;-0.0851;0.0388
6.8297;6;0.0000;0.0000;-0.2403;-0.0785;0.0374
6.8327;7;0.0000;0.0000;-0.2136;-0.0717;0.0375
6.8357;14;0.0000;0.0000;-0.1068;-0.0635;0.0354
6.8404;12;0.0000;0.0000;0.0588;-0.0589;0.0355
6.8439;0;0.0000;0.0000;0.1416;-0.0615;0.0357
6.8467;-4;0.0000;0.0000;0.1643;-0.0667;0.0354
6.8497;-9;0.0000;0.0000;0.1569;-0.0739;0.0374
6.8527;-5;0.0000;0.0000;0.0785;-0.0781;0.0369
6.8557;34;0.0000;0.0000;-0.0169;-0.0615;0.0373
6.8587;-15;0.0000;0.0000;-0.1019;-0.0681;0.0400
6.8617;2;0.0000;0.0000;-0.1071;-0.0657;0.0366
6.8647;5;0.0000;0.0000;-0.0535;-0.0626;0.0377
6.8689;-15;0.0000;0.0000;-0.0455;-0.0699;0.0375
6.8727;14;0.0000;0.0000;0.0147;-0.0637;0.0368
6.8757;0;0.0000;0.0000;0.0447;-0.0645;0.0362
6.8787;8;0.0000;0.0000;0.0785;-0.0619;0.0370
6.8817;3;0.0000;0.0000;0.0953;-0.0621;0.0363
6.8847;-2;0.0000;0.0000;0.1225;-0.0658;0.0358
6.8877;-7;0.0000;0.0000;0.1360;-0.0720;0.0374
6.8907;-10;0.0000;0.0000;0.1054;-0.0791;0.0372
6.8937;-10;0.0000;0.0000;0.0340;-0.0850;0.0375
6.8967;0;0.0000;0.0000;-0.0578;-0.0841;0.0379
6.9007;5;0.0000;0.0000;-0.2159;-0.0784;0.0366
6.9056;5;0.0000;0.0000;-0.2762;-0.0717;0.0371
6.9082;-3;0.0000;0.0000;-0.1755;-0.0709;0.0362
6.9109;5;0.0000;0.0000;-0.0691;-0.0676;0.0379
6.9137;13;0.0000;0.0000;0.0029;-0.0617;0.0366
6.9167;3;0.0000;0.0000;0.0575;-0.0615;0.0375
6.9197;-3;0.0000;0.0000;0.1036;-0.0655;0.0393
6.9227;-3;0.0000;0.0000;0.1453;-0.0697;0.0369
6.9257;0;0.0000;0.0000;0.0913;-0.0712;0.0403
6.9288;-8;0.0000;0.0000;0.0457;-0.0761;0.0389
6.9341;-11;0.0000;0.0000;-0.0146;-0.0819;0.0399
6.9367;6;0.0000;0.0000;-0.0260;-0.0787;0.0382
6.9397;-5;0.0000;0.0000;-0.1065;-0.0797;0.0389
6.9427;-1;0.0000;0.0000;-0.1093;-0.0792;0.0386
6.9457;5;0.0000;0.0000;-0.0921;-0.0753;0.0380
6.9487;12;0.0000;0.0000;-0.0834;-0.0683;0.0364
6.9517;12;0.0000;0.0000;-0.0230;-0.0626;0.0362
6.9547;3;0.0000;0.0000;0.0446;-0.0619;0.0355
6.9587;13;0.0000;0.0000;0.1906;-0.0588;0.0352
6.9626;-9;0.0000;0.0000;0.2636;-0.0678;0.0339
6.9652;-2;0.0000;0.0000;0.2253;-0.0727;0.0338
6.9678;-6;0.0000;0.0000;0.1688;-0.0786;0.0349
6.9707;-9;0.0000;0.0000;0.0657;-0.0846;0.0350
6.9737;9;0.0000;0.0000;0.0141;-0.0805;0.0353
6.9767;-11;0.0000;0.0000;-0.0864;-0.0852;0.0358
6.9797;7;0.0000;0.0000;-0.0806;-0.0805;0.0354
6.9827;-11;0.0000;0.0000;-0.0403;-0.0855;0.0354
6.9868;3;0.0000;0.0000;0.0172;-0.0842;0.0332
6.9907;4;0.0000;0.0000;0.0647;-0.0831;0.0327
6.9937;0;0.0000;0.0000;0.0137;-0.0830;0.0311
6.9967;5;0.0000;0.0000;0.0442;-0.0809;0.0309
6.9997;1;0.0000;0.0000;0.0595;-0.0813;0.0306
7.0027;12;0.0000;0.0000;0.0859;-0.0768;0.0293
7.0057;0;0.0000;0.0000;0.1177;-0.0788;0.0293
7.0087;-3;0.0000;0.0000;0.1524;-0.0828;0.0295
7.0117;-9;0.0000;0.0000;0.1697;-0.0901;0.0304
7.0157;-6;0.0000;0.0000;0.1222;-0.0949;0.0308
7.0197;-15;0.0000;0.0000;0.0050;-0.1023;0.0310
7.0227;-1;0.0000;0.0000;-0.0723;-0.1016;0.0310
7.0257;1;0.0000;0.0000;-0.1483;-0.0984;0.0293
7.0287;8;0.0000;0.0000;-0.1677;-0.0918;0.0295
7.0317;3;0.0000;0.0000;-0.1399;-0.0879;0.0278
7.0347;8;0.0000;0.0000;-0.0700;-0.0829;0.0287
7.0377;3;0.0000;0.0000;0.0024;-0.0814;0.0271
7.0407;-1;0.0000;0.0000;0.0573;-0.0830;0.0278
7.0447;-1;0.0000;0.0000;0.1783;-0.0864;0.0256
7.0498;1;0.0000;0.0000;0.1639;-0.0883;0.0281
7.0527;-9;0.0000;0.0000;0.0633;-0.0939;0.0267
7.0557;-7;0.0000;0.0000;0.0503;-0.0980;0.0264
7.0587;-2;0.0000;0.0000;-0.0122;-0.0989;0.0269
7.0617;0;0.0000;0.0000;-0.0996;-0.0969;0.0254
7.0647;-7;0.0000;0.0000;-0.1620;-0.0980;0.0258
7.0677;5;0.0000;0.0000;-0.1558;-0.0928;0.0254
7.0707;6;0.0000;0.0000;-0.1527;-0.0871;0.0244
7.0747;10;0.0000;0.0000;-0.1138;-0.0803;0.0237
7.0788;0;0.0000;0.0000;-0.0008;-0.0800;0.0235
7.0817;4;0.0000;0.0000;0.1118;-0.0797;0.0236
7.0847;-3;0.0000;0.0000;0.1681;-0.0840;0.0231
7.0877;0;0.0000;0.0000;0.1589;-0.0869;0.0232
7.0907;-5;0.0000;0.0000;0.1168;-0.0915;0.0251
7.0937;-8;0.0000;0.0000;0.0584;-0.0965;0.0246
7.0967;-4;0.0000;0.0000;-0.0082;-0.0986;0.0253
7.0997;-1;0.0000;0.0000;-0.0976;-0.0978;0.0256
7.1027;2;0.0000;0.0000;-0.1610;-0.0942;0.0261
7.1069;3;0.0000;0.0000;-0.2114;-0.0893;0.0254
7.1109;5;0.0000;0.0000;-0.1431;-0.0847;0.0251
7.1137;15;0.0000;0.0000;-0.0715;-0.0760;0.0245
7.1167;0;0.0000;0.0000;0.0016;-0.0766;0.0239
7.1197;11;0.0000;0.0000;0.0569;-0.0720;0.0251
7.1227;5;0.0000;0.0000;0.1220;-0.0716;0.0246
7.1257;3;0.0000;0.0000;0.1545;-0.0728;0.0233
7.1287;-4;0.0000;0.0000;0.1520;-0.0777;0.0259
7.1317;-12;0.0000;0.0000;0.1321;-0.0860;0.0251
7.1357;-9;0.0000;0.0000;0.0661;-0.0914;0.0257
7.1397;0;0.0000;0.0000;-0.0418;-0.0911;0.0256
7.1427;-6;0.0000;0.0000;-0.1331;-0.0922;0.0245
7.1457;3;0.0000;0.0000;-0.1787;-0.0878;0.0248
7.1487;9;0.0000;0.0000;-0.1642;-0.0806;0.0228
7.1517;5;0.0000;0.0000;-0.1195;-0.0763;0.0234
7.1547;16;0.0000;0.0000;-0.0597;-0.0679;0.0214
7.1577;3;0.0000;0.0000;0.0262;-0.0673;0.0209
7.1607;14;0.0000;0.0000;0.1253;-0.0626;0.0221
7.1638;-2;0.0000;0.0000;0.1749;-0.0671;0.0213
7.1691;-1;0.0000;0.0000;0.2370;-0.0716;0.0247
7.1717;-8;0.0000;0.0000;0.1933;-0.0788;0.0231
7.1747;-3;0.0000;0.0000;0.1341;-0.0830;0.0233
7.1777;-2;0.0000;0.0000;0.0483;-0.0853;0.0229
7.1807;0;0.0000;0.0000;-0.0132;-0.0850;0.0211
7.1837;-1;0.0000;0.0000;-0.0627;-0.0848;0.0205
7.1867;4;0.0000;0.0000;-0.0501;-0.0819;0.0188
7.1897;3;0.0000;0.0000;-0.0250;-0.0801;0.0174
7.1938;13;0.0000;0.0000;0.0436;-0.0746;0.0157
7.1977;0;0.0000;0.0000;0.0966;-0.0763;0.0152
7.2007;11;0.0000;0.0000;0.1418;-0.0731;0.0158
7.2037;2;0.0000;0.0000;0.1831;-0.0752;0.0153
7.2067;5;0.0000;0.0000;0.2224;-0.0762;0.0147
7.2097;-6;0.0000;0.0000;0.2421;-0.0832;0.0148
7.2127;-8;0.0000;0.0000;0.2146;-0.0907;0.0159
7.2157;-12;0.0000;0.0000;0.1447;-0.0991;0.0160
7.2187;-7;0.0000;0.0000;0.0536;-0.1034;0.0164
7.2228;0;0.0000;0.0000;-0.1041;-0.1013;0.0153
7.2265;6;0.0000;0.0000;-0.1829;-0.0955;0.0137
7.2291;10;0.0000;0.0000;-0.1476;-0.0882;0.0133
7.2318;6;0.0000;0.0000;-0.0738;-0.0842;0.0120
7.2347;11;0.0000;0.0000;0.0379;-0.0795;0.0116
7.2377;7;0.0000;0.0000;0.1125;-0.0780;0.0112
